"","state_code","state_name","district_code","district_name","ngdp_code","census_year","Pop_Total","Pop_GenderMale","Pop_GenderFemale","Pop_CitizenshipCitizen","Pop_CitizenshipNon-citizen","AnnualPopGrowthRate_Average","Pop_EthnicMalay","Pop_EthnicOtherBumi","Pop_EthnicChinese","Pop_EthnicIndian","Pop_EthnicOther","Pop_AgeGroup0014","Pop_AgeGroup1564","Pop_AgeGroup65++","Pop_MaritalNeverMarried","Pop_MaritalMarried","Pop_MaritalWiddowed","Pop_MaritalDivorcedSeparated","Pop_ReligionIslam","Pop_ReligionChristian","Pop_ReligionBuddha","Pop_ReligionHindu","Pop_ReligionOthers","Pop_ReligionNoReligionUnknown","LandAreaKm2","Pop_Density","Pop_StrataUrban","Pop_StrataRural"
"931",13,"Sarawak",39,"Beluru","1339",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932",13,"Sarawak",39,"Beluru","1339",1980,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933",13,"Sarawak",39,"Beluru","1339",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934",13,"Sarawak",39,"Beluru","1339",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935",13,"Sarawak",39,"Beluru","1339",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936",13,"Sarawak",39,"Beluru","1339",2020,28695,15433,13262,20277,8418,NA,2880,16813,488,19,77,6562,20351,1782,6405,13675,870,521,10972,15855,250,3,568,1047,4905,5.85015290519878,0,28695
"937",13,"Sarawak",40,"Telang Usan","1340",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938",13,"Sarawak",40,"Telang Usan","1340",1980,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"939",13,"Sarawak",40,"Telang Usan","1340",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"940",13,"Sarawak",40,"Telang Usan","1340",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941",13,"Sarawak",40,"Telang Usan","1340",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942",13,"Sarawak",40,"Telang Usan","1340",2020,17406,9329,8077,17271,135,NA,191,16860,210,2,8,4069,12269,1068,4833,7848,500,156,406,16919,74,0,7,0,9829,1.77088208363007,0,17406
"943",14,"WP Kuala Lumpur",1,"WP Kuala Lumpur","1401",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944",14,"WP Kuala Lumpur",1,"WP Kuala Lumpur","1401",1980,919610,474305,445305,919610,NA,NA,305435,NA,477601,127793,8781,299084,593257,27269,354940,314584,27005,4528,312474,41150,282317,93815,170236,11321,243,3784,919610,0
"945",14,"WP Kuala Lumpur",1,"WP Kuala Lumpur","1401",1991,1145342,584989,560353,1094989,50353,2,438201,3546,505995,132963,14284,336375,774960,34007,419387,439884,30310,6246,482268,57360,387480,102232,83608,18013,243,4713,1145342,0
"946",14,"WP Kuala Lumpur",1,"WP Kuala Lumpur","1401",2000,1305792,659163,646629,1234022,71770,1.5,527821,11218,536777,140696,17510,340793,923105,41894,393254,529075,33979,8691,601013,71757,450300,109814,44412,28496,243,5374,1305792,0
"947",14,"WP Kuala Lumpur",1,"WP Kuala Lumpur","1401",2010,1588750,808357,780393,1440158,148592,2,644406,16597,621805,148300,9050,351346,1162611,74793,457142,726983,40644,12635,736144,92242,567318,134736,26907,31403,243,6538,1588750,0
"948",14,"WP Kuala Lumpur",1,"WP Kuala Lumpur","1401",2020,1982112,1058906,923206,1773666,208446,2.2,824621,21718,737161,178099,12067,395822,1455903,130387,467509,891276,45630,25037,897637,127695,639619,162926,35045,119190,243,8157,1982112,0
"949",15,"WP Labuan",1,"WP Labuan","1501",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950",15,"WP Labuan",1,"WP Labuan","1501",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"951",15,"WP Labuan",1,"WP Labuan","1501",1991,54241,28994,25247,44193,10048,NA,18266,13339,8245,807,3536,20504,32681,1056,15987,20602,1016,384,39526,6595,6092,312,751,398,91,596,26271,27970
"952",15,"WP Labuan",1,"WP Labuan","1501",2000,70871,37070,33801,56816,14055,3,27923,17234,9025,733,1901,26641,42817,1413,15203,27474,1093,460,54124,8911,6676,306,483,371,92,779,54752,16119
"953",15,"WP Labuan",1,"WP Labuan","1501",2010,83920,43249,40671,72140,11780,1.7,28953,31466,9639,620,1462,24218,57680,2022,20837,36772,1435,658,63797,10426,7489,345,111,1752,91,922,68726,15194
"954",15,"WP Labuan",1,"WP Labuan","1501",2020,95120,48890,46230,84288,10832,1.3,23640,49031,9843,891,883,26013,65111,3996,24798,40115,2651,1543,73460,13118,7676,612,188,66,92,1033.9,84605,10515
"955",16,"WP Putrajaya",1,"WP Putrajaya","1601",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956",16,"WP Putrajaya",1,"WP Putrajaya","1601",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957",16,"WP Putrajaya",1,"WP Putrajaya","1601",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958",16,"WP Putrajaya",1,"WP Putrajaya","1601",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959",16,"WP Putrajaya",1,"WP Putrajaya","1601",2010,68361,32207,36154,66785,1576,NA,64644,787,452,820,82,21099,46739,523,14915,31428,567,352,66573,588,260,668,80,192,49,1395,68361,NA
"960",16,"WP Putrajaya",1,"WP Putrajaya","1601",2020,109202,53574,55628,106381,2821,4.8,101820,2324,670,1303,264,41460,66207,1535,18587,45588,1365,1481,106132,880,533,1152,98,407,49,2229,109202,NA
