"","state_code","state_name","district_code","district_name","ngdp_code","census_year","Pop_Total","Pop_GenderMale","Pop_GenderFemale","Pop_CitizenshipCitizen","Pop_CitizenshipNon-citizen","AnnualPopGrowthRate_Average","Pop_EthnicMalay","Pop_EthnicOtherBumi","Pop_EthnicChinese","Pop_EthnicIndian","Pop_EthnicOther","Pop_AgeGroup0014","Pop_AgeGroup1564","Pop_AgeGroup65++","Pop_MaritalNeverMarried","Pop_MaritalMarried","Pop_MaritalWiddowed","Pop_MaritalDivorcedSeparated","Pop_ReligionIslam","Pop_ReligionChristian","Pop_ReligionBuddha","Pop_ReligionHindu","Pop_ReligionOthers","Pop_ReligionNoReligionUnknown","LandAreaKm2","Pop_Density","Pop_StrataUrban","Pop_StrataRural"
"807",13,"Sarawak",18,"Kanowit","1318",1991,25380,12137,13243,25364,16,-0.503275011301911,637,21085,3622,13,7,10148,13584,1648,6704,10055,1261,455,751,11127,1452,15,11331,625,NA,NA,0,25380
"808",13,"Sarawak",18,"Kanowit","1318",2000,27143,13228,13915,27114,29,0.671577239629755,848,23006,3251,8,1,9985,15297,1861,3962,11526,1391,279,1071,14787,1917,14,6423,2931,NA,NA,0,27143
"809",13,"Sarawak",18,"Kanowit","1318",2010,28259,13784,14475,28013,246,0.402928046768999,1121,24040,2722,45,85,8272,16945,3042,4827,13470,1426,264,1422,15429,2079,51,7051,2227,NA,NA,0,28259
"810",13,"Sarawak",18,"Kanowit","1318",2020,24700,12349,12351,24233,467,-1.34608747292186,1025,21032,2141,4,31,5800,16055,2845,5303,11499,1599,499,1765,20955,1465,16,32,467,2253.54,10.9605332055344,0,24700
"811",13,"Sarawak",19,"Bintulu","1319",1970,38712,19979,18733,38712,NA,NA,2530,30317,5632,0,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812",13,"Sarawak",19,"Bintulu","1319",1980,54800,29807,24993,54800,NA,3.47540564462952,3801,38593,11104,43,1259,21109,31936,1755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,54800
"813",13,"Sarawak",19,"Bintulu","1319",1991,86132,48009,38123,84462,1670,4.52190809290392,9590,53520,20711,204,437,28424,55468,2240,27122,34890,1881,523,23796,30403,5886,147,15102,10192,NA,NA,51862,34270
"814",13,"Sarawak",19,"Bintulu","1319",2000,139012,73693,65319,121732,17280,4.78679257095281,13803,79647,27653,153,476,47202,88799,3011,30776,58227,2109,698,48355,58423,10465,99,14009,7661,NA,NA,103733,35279
"815",13,"Sarawak",19,"Bintulu","1319",2010,183402,99489,83913,155509,27893,2.7712020454867,20036,103484,30831,430,728,53023,124966,5413,41223,84699,3292,1165,61898,81968,16348,339,13084,9765,NA,NA,135128,48274
"816",13,"Sarawak",19,"Bintulu","1319",2020,178646,96710,81936,162640,16006,-0.262742708178921,24431,104045,33326,287,551,43090,129854,5702,49805,78928,3046,2105,58255,104771,11742,347,723,2808,1990.88,89.7321787350317,153125,25521
"817",13,"Sarawak",20,"Tatau","1320",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818",13,"Sarawak",20,"Tatau","1320",1980,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819",13,"Sarawak",20,"Tatau","1320",1991,21124,12267,8857,20970,154,NA,920,17446,2519,14,71,7168,13149,807,6620,8495,617,228,2354,7645,690,9,8376,2049,NA,NA,0,21124
"820",13,"Sarawak",20,"Tatau","1320",2000,23241,12225,11016,21113,2128,0.955081254731884,978,18576,1499,6,54,8365,13947,929,4221,9761,693,201,4327,10985,863,3,5405,1658,NA,NA,0,23241
"821",13,"Sarawak",20,"Tatau","1320",2010,29592,15714,13878,25589,4003,2.41586094212278,959,22883,1520,38,189,8509,19624,1459,5621,14539,793,130,5323,15731,1114,44,4253,3127,NA,NA,0,29592
"822",13,"Sarawak",20,"Tatau","1320",2020,31920,17542,14378,28455,3465,0.757287180514551,1399,25555,1327,13,161,7763,22509,1648,7858,14848,838,316,5960,24764,660,7,148,381,4945.85,6.45389569032623,0,31920
"823",13,"Sarawak",21,"Kapit","1321",1970,51312,25099,26213,51312,NA,NA,907,46884,3266,0,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824",13,"Sarawak",21,"Kapit","1321",1980,35847,17563,18284,35847,NA,-3.58664761415073,676,32159,2940,3,69,15252,19500,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35847
"825",13,"Sarawak",21,"Kapit","1321",1991,55608,30413,25195,55243,365,4.39067194262458,1441,47532,6209,20,41,20707,32918,1983,14663,22417,1849,1065,2233,24220,1883,21,23900,2914,NA,NA,0,55608
"826",13,"Sarawak",21,"Kapit","1321",2000,56709,28166,28543,55672,1037,0.19605852497953,1636,49536,4461,23,16,22151,32035,2523,8668,23497,1702,691,3614,37370,1913,21,11100,2691,NA,NA,13610,43099
"827",13,"Sarawak",21,"Kapit","1321",2010,55304,27320,27984,54657,647,-0.250876896531739,2067,48603,3824,68,95,18992,32484,3828,7789,26201,1905,417,2997,44405,2613,74,1105,4110,NA,NA,15527,39777
"828",13,"Sarawak",21,"Kapit","1321",2020,36030,18134,17896,35643,387,-4.28493313882962,1251,31859,2482,24,27,9442,23872,2716,8158,16197,1489,744,2351,32269,1266,10,116,18,3973,9.06871381827334,15234,20796
"829",13,"Sarawak",22,"Song","1322",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830",13,"Sarawak",22,"Song","1322",1980,15528,7497,8031,15528,NA,NA,415,14279,807,2,25,6695,8285,548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15528
"831",13,"Sarawak",22,"Song","1322",1991,17576,8880,8696,17540,36,1.238894892156,462,15911,1158,7,2,6756,9834,986,4573,7152,787,386,605,6451,444,8,9650,330,NA,NA,0,17576
"832",13,"Sarawak",22,"Song","1322",2000,19236,9562,9674,19225,11,0.902491883331071,721,17605,890,7,2,7261,10787,1188,2881,8001,820,273,873,9829,417,4,6712,1401,NA,NA,0,19236
"833",13,"Sarawak",22,"Song","1322",2010,20105,10046,10059,19983,122,0.441850169338212,719,18262,904,28,70,6960,11402,1743,2386,9834,747,178,997,14096,739,42,338,3893,NA,NA,0,20105
"834",13,"Sarawak",22,"Song","1322",2020,9961,4878,5083,9935,26,-7.02291072186209,456,8936,536,1,6,2492,6237,1232,1770,5008,556,135,690,7899,236,2,1010,124,3935.19,2.53126278527847,0,9961
"835",13,"Sarawak",23,"Belaga","1323",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836",13,"Sarawak",23,"Belaga","1323",1980,11497,5849,5648,11497,NA,NA,253,10864,334,0,46,5080,6032,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11497
"837",13,"Sarawak",23,"Belaga","1323",1991,22284,14175,8109,22073,211,6.61782800386966,556,19459,2011,5,42,6621,15005,658,6484,10385,475,220,990,14740,663,9,5072,756,NA,NA,0,22284
"838",13,"Sarawak",23,"Belaga","1323",2000,22896,12778,10118,21961,935,0.27093290655526,1014,19607,1287,2,51,8418,13729,749,4057,9747,487,187,2264,18142,710,9,1102,669,NA,NA,0,22896
"839",13,"Sarawak",23,"Belaga","1323",2010,35247,20618,14629,30245,5002,4.3141819643945,895,27681,1462,40,167,10439,23072,1736,5738,18111,839,120,3733,19281,2184,80,189,9780,NA,NA,0,35247
"840",13,"Sarawak",23,"Belaga","1323",2020,22502,12958,9544,19511,2991,-4.48776225104665,637,18388,350,8,128,4635,17227,640,6615,10020,384,191,2294,19394,125,5,10,674,19050,1.18120734908136,0,22502
"841",13,"Sarawak",24,"Miri","1324",1970,57598,30422,27176,57598,NA,NA,12653,21083,23088,0,774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842",13,"Sarawak",24,"Miri","1324",1980,95499,50154,45345,95499,NA,5.0562793135088,20620,39261,32927,333,2358,36280,56354,2865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52125,43374
"843",13,"Sarawak",24,"Miri","1324",1991,161373,83844,77529,156237,5136,5.24602679368918,29715,72498,51707,519,1798,55907,100817,4649,52068,63704,3700,1048,49773,56078,26831,282,13300,13869,NA,NA,102878,58495
"844",13,"Sarawak",24,"Miri","1324",2000,221055,113715,107340,206470,14585,3.14693083736745,41029,95973,67714,529,1225,72663,141937,6455,50688,92485,4052,1167,72398,89394,36319,312,13786,8846,NA,NA,169005,52050
"845",13,"Sarawak",24,"Miri","1324",2010,290274,155462,134812,263087,27187,2.72413765164757,52954,129469,77869,1186,1609,75741,203563,10970,73323,132713,6550,1947,92932,159871,19318,551,7267,10335,NA,NA,225913,64361
"846",13,"Sarawak",24,"Miri","1324",2020,248877,130545,118332,236227,12650,-1.5386650598329,47577,113521,73693,699,737,49853,183430,15594,76901,107318,7579,3917,70749,127372,43923,353,743,5737,5143.07,48.3907471607425,233945,14932
"847",13,"Sarawak",25,"Marudi","1325",1970,39494,20717,18777,39494,NA,NA,2299,31639,5376,0,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848",13,"Sarawak",25,"Marudi","1325",1980,49219,25473,23746,49219,NA,NA,2635,39468,5990,3,1123,21755,25808,1656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,49219
"849",13,"Sarawak",25,"Marudi","1325",1991,71958,40470,31488,70267,1691,3.79802887665453,4999,55655,9282,29,302,26429,43061,2468,21424,29299,1850,388,8068,39810,2210,34,17819,3604,NA,NA,0,71958
"850",13,"Sarawak",25,"Marudi","1325",2000,71713,37333,34380,69331,2382,-0.0341057328878935,4269,58852,5903,26,281,26013,42141,3559,12850,30483,2003,364,7192,49597,3142,29,7666,4087,NA,NA,0,71713
"851",13,"Sarawak",25,"Marudi","1325",2010,62883,33070,29813,58662,4221,-1.31396185282317,4673,49526,4108,85,270,18185,40331,4367,12603,29550,2216,329,8397,39156,110,43,5126,10051,NA,NA,0,62883
"852",13,"Sarawak",25,"Marudi","1325",2020,18838,10089,8749,16477,2361,-12.0539975050591,2481,11805,2001,13,177,4176,13297,1365,5103,8850,472,237,4999,12204,1461,8,79,87,3079,6.11822020136408,0,18838
"853",13,"Sarawak",26,"Limbang","1326",1970,19739,10029,9710,19739,NA,NA,5915,10617,3144,0,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854",13,"Sarawak",26,"Limbang","1326",1980,24047,12143,11904,24047,NA,1.97413874485483,5928,14087,3996,16,20,10529,12706,812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24047
"855",13,"Sarawak",26,"Limbang","1326",1991,33899,17611,16288,33587,312,3.43375266779907,8437,19395,5544,45,166,13243,19298,1358,10391,12823,894,270,13135,13139,2120,21,2964,2245,NA,NA,11054,22845
"856",13,"Sarawak",26,"Limbang","1326",2000,39817,20400,19417,38979,838,1.60908441346067,9992,22803,6044,41,99,14671,23529,1617,7719,16158,1048,221,15684,17890,3046,13,2483,701,NA,NA,19018,20799
"857",13,"Sarawak",26,"Limbang","1326",2010,46980,23943,23037,45900,1080,1.65428022458459,12996,26079,6465,91,269,15152,29558,2270,9209,21040,1278,301,18975,19963,181,36,4951,2874,NA,NA,24692,22288
"858",13,"Sarawak",26,"Limbang","1326",2020,45061,23191,21870,43856,1205,-0.417048518408751,11736,26867,5114,34,105,11566,30344,3151,11234,19462,1960,839,20256,21041,3024,21,374,345,3978.1,11.3272667856514,23371,21690
"859",13,"Sarawak",27,"Lawas","1327",1970,16979,8589,8390,16979,NA,NA,6790,8068,1933,0,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860",13,"Sarawak",27,"Lawas","1327",1980,19777,9988,9789,19777,NA,1.52542360006013,6458,10240,2334,33,712,8969,10107,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19777
"861",13,"Sarawak",27,"Lawas","1327",1991,29276,16058,13218,28144,1132,3.92248421399093,8509,15565,3228,24,818,11121,16990,1165,10636,10054,759,105,12514,14233,1498,13,665,220,NA,NA,0,29276
"862",13,"Sarawak",27,"Lawas","1327",2000,32726,17054,15672,31128,1598,1.11401801267723,10793,16814,3118,43,360,12306,18923,1497,7054,12472,777,117,15311,15196,1897,3,136,183,NA,NA,0,32726
"863",13,"Sarawak",27,"Lawas","1327",2010,37212,19593,17619,35220,1992,1.28461420899608,12771,18976,3244,37,192,12281,22969,1962,7854,15924,1005,148,18343,14244,58,60,26,4481,NA,NA,0,37212
"864",13,"Sarawak",27,"Lawas","1327",2020,36604,18724,17880,34790,1814,-0.164737658531804,13814,18414,2385,24,153,9774,24067,2763,9527,15696,1186,421,19773,15389,1379,21,24,18,3811.91,9.60253521200658,0,36604
"865",13,"Sarawak",28,"Matu","1328",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866",13,"Sarawak",28,"Matu","1328",1980,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867",13,"Sarawak",28,"Matu","1328",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868",13,"Sarawak",28,"Matu","1328",2000,11183,5286,5897,11153,30,NA,537,10166,447,0,3,4528,5826,829,2115,3892,571,77,9530,1076,359,0,10,208,NA,NA,0,11183
"869",13,"Sarawak",28,"Matu","1328",2010,16952,8439,8513,16544,408,4.15991052919947,625,15295,566,2,56,5583,9918,1451,3905,6495,860,109,10780,4964,3,0,28,1177,NA,NA,0,16952
"870",13,"Sarawak",28,"Matu","1328",2020,16316,8842,7474,13982,2334,-0.382395995106859,548,13046,333,0,55,3463,11460,1393,5001,6976,686,190,12345,3685,174,0,17,95,1600.05,10.1971813380832,0,16316
"871",13,"Sarawak",29,"Asajaya","1329",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872",13,"Sarawak",29,"Asajaya","1329",1980,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873",13,"Sarawak",29,"Asajaya","1329",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874",13,"Sarawak",29,"Asajaya","1329",2000,28513,14477,14036,28449,64,NA,23419,2609,2414,4,3,10649,16297,1567,5857,10881,926,200,23659,2042,1553,4,768,487,NA,NA,0,28513
"875",13,"Sarawak",29,"Asajaya","1329",2010,31190,15830,15360,30986,204,0.897374069946151,26032,2881,2038,18,17,10350,18469,2371,6607,12890,1107,236,26534,2597,30,0,163,1866,NA,NA,0,31190
"876",13,"Sarawak",29,"Asajaya","1329",2020,33606,17141,16465,33319,287,0.746070918360384,28742,3028,1533,5,11,8423,21974,3209,8863,14346,1498,476,29688,2680,1197,1,36,4,302.81,110.980482811004,0,33606
"877",13,"Sarawak",30,"Pakan","1330",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878",13,"Sarawak",30,"Pakan","1330",1980,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879",13,"Sarawak",30,"Pakan","1330",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880",13,"Sarawak",30,"Pakan","1330",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881",13,"Sarawak",30,"Pakan","1330",2010,15139,7743,7396,15086,53,NA,125,14624,289,13,35,4376,9580,1183,2326,7536,705,196,241,14126,3,15,250,504,NA,NA,0,15139
"882",13,"Sarawak",30,"Pakan","1330",2020,15462,8160,7302,15405,57,0.211112052685413,100,15068,199,0,38,3481,10596,1385,4244,6702,713,322,204,13654,62,0,164,1378,924.96,16.7163985469642,0,15462
"883",13,"Sarawak",31,"Selangau","1331",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884",13,"Sarawak",31,"Selangau","1331",1980,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885",13,"Sarawak",31,"Selangau","1331",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886",13,"Sarawak",31,"Selangau","1331",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"887",13,"Sarawak",31,"Selangau","1331",2010,22318,11256,11062,21397,921,NA,549,19822,922,24,80,7122,13325,1871,3546,10489,917,244,1249,14673,16,6,958,5416,NA,NA,0,22318
"888",13,"Sarawak",31,"Selangau","1331",2020,19844,10235,9609,18643,1201,-1.17491833324707,318,17845,451,3,26,4185,13787,1872,4491,9688,916,564,1419,15510,50,1,379,2485,3795,5.22898550724638,0,19844
"889",13,"Sarawak",32,"Tebedu","1332",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890",13,"Sarawak",32,"Tebedu","1332",1980,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891",13,"Sarawak",32,"Tebedu","1332",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892",13,"Sarawak",32,"Tebedu","1332",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893",13,"Sarawak",32,"Tebedu","1332",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894",13,"Sarawak",32,"Tebedu","1332",2020,25232,12807,12425,24852,380,NA,599,23757,445,30,21,5456,17536,2240,6874,11447,1144,311,1667,23488,74,0,2,1,656,38.4634146341463,0,25232
"895",13,"Sarawak",33,"Pusa","1333",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896",13,"Sarawak",33,"Pusa","1333",1980,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897",13,"Sarawak",33,"Pusa","1333",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898",13,"Sarawak",33,"Pusa","1333",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899",13,"Sarawak",33,"Pusa","1333",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900",13,"Sarawak",33,"Pusa","1333",2020,19557,10054,9503,18856,701,NA,17708,967,163,2,16,6140,11966,1451,4130,8128,905,254,18403,1011,117,3,8,15,947.36,20.6436834994089,0,19557
"901",13,"Sarawak",34,"Kabong","1334",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"902",13,"Sarawak",34,"Kabong","1334",1980,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903",13,"Sarawak",34,"Kabong","1334",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904",13,"Sarawak",34,"Kabong","1334",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905",13,"Sarawak",34,"Kabong","1334",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906",13,"Sarawak",34,"Kabong","1334",2020,18404,9265,9139,18293,111,NA,9033,8440,800,0,20,3978,12513,1913,5019,8147,1028,232,9344,7764,577,1,72,646,799.32,23.0245708852525,0,18404
"907",13,"Sarawak",35,"Tanjung Manis","1335",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908",13,"Sarawak",35,"Tanjung Manis","1335",1980,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909",13,"Sarawak",35,"Tanjung Manis","1335",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910",13,"Sarawak",35,"Tanjung Manis","1335",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911",13,"Sarawak",35,"Tanjung Manis","1335",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912",13,"Sarawak",35,"Tanjung Manis","1335",2020,7946,4219,3727,7323,623,NA,850,6351,109,1,12,1749,5535,662,2231,3518,342,106,6317,1241,47,2,122,217,730.53,10.8770344818146,0,7946
"913",13,"Sarawak",36,"Sebauh","1336",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914",13,"Sarawak",36,"Sebauh","1336",1980,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915",13,"Sarawak",36,"Sebauh","1336",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916",13,"Sarawak",36,"Sebauh","1336",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917",13,"Sarawak",36,"Sebauh","1336",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918",13,"Sarawak",36,"Sebauh","1336",2020,29606,16764,12842,20687,8919,NA,1141,18775,690,10,71,5375,23305,926,7208,16313,487,223,10606,18653,194,8,111,34,5229.48,5.66136594843082,0,29606
"919",13,"Sarawak",37,"Bukit Mabong","1337",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920",13,"Sarawak",37,"Bukit Mabong","1337",1980,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921",13,"Sarawak",37,"Bukit Mabong","1337",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922",13,"Sarawak",37,"Bukit Mabong","1337",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923",13,"Sarawak",37,"Bukit Mabong","1337",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924",13,"Sarawak",37,"Bukit Mabong","1337",2020,10155,6203,3952,9447,708,NA,121,9140,168,4,14,2245,6952,958,2435,4864,434,177,660,9239,100,6,12,138,11976,0.847945891783567,0,10155
"925",13,"Sarawak",38,"Subis","1338",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926",13,"Sarawak",38,"Subis","1338",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927",13,"Sarawak",38,"Subis","1338",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928",13,"Sarawak",38,"Subis","1338",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929",13,"Sarawak",38,"Subis","1338",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930",13,"Sarawak",38,"Subis","1338",2020,57289,31897,25392,42630,14659,NA,6574,33668,1969,24,395,11386,42551,3352,14443,26074,2000,569,26089,25283,1494,20,1172,3231,3821,14.9931954985606,0,57289
