ngdp00,census_year,Pop_Total,Pop_GenderMale,Pop_GenderFemale,Pop_CitizenshipCitizen,Pop_CitizenshipNon-citizen,Pop_EthnicMalay,Pop_EthnicOtherBumi,Pop_EthnicChinese,Pop_EthnicIndian,Pop_EthnicOther,Pop_AgeGroup0014,Pop_AgeGroup1564,Pop_AgeGroup65++,Pop_MaritalNeverMarried,Pop_MaritalMarried,Pop_MaritalWiddowed,Pop_MaritalDivorcedSeparated,Pop_ReligionIslam,Pop_ReligionChristian,Pop_ReligionBuddha,Pop_ReligionHindu,Pop_ReligionOthers,Pop_ReligionNoReligionUnknown,Pop_StrataUrban,Pop_StrataRural,LandAreaKm2,Pop_Density
1321,2000,56709,28166,28543,55672,1037,1636,49536,4461,23,16,22151,32035,2523,8668,23497,1702,691,3614,37370,1913,21,11100,2691,13610,43099,15949,3.556
1321,2010,55304,27320,27984,54657,647,2067,48603,3824,68,95,18992,32484,3828,7789,26201,1905,417,2997,44405,2613,74,1105,4110,15527,39777,15949,3.468
1321,2020,46185,24337,21848,45090,1095,1372,40999,2650,28,41,11687,30824,3674,10593,21061,1923,921,3011,41508,1366,16,128,156,15234,30951,15949,2.896
1322,1991,17576,8880,8696,17540,36,462,15911,1158,7,2,6756,9834,986,4573,7152,787,386,605,6451,444,8,9650,330,NA,17576,3935.19,4.466
1322,2000,19236,9562,9674,19225,11,721,17605,890,7,2,7261,10787,1188,2881,8001,820,273,873,9829,417,4,6712,1401,NA,19236,3935.19,4.888
1322,2010,20105,10046,10059,19983,122,719,18262,904,28,70,6960,11402,1743,2386,9834,747,178,997,14096,739,42,338,3893,NA,20105,3935.19,5.109
1322,2020,9961,4878,5083,9935,26,456,8936,536,1,6,2492,6237,1232,1770,5008,556,135,690,7899,236,2,1010,124,NA,9961,3935.19,2.531
1323,1991,22284,14175,8109,22073,211,556,19459,2011,5,42,6621,15005,658,6484,10385,475,220,990,14740,663,9,5072,756,NA,22284,19050,1.17
1323,2000,22896,12778,10118,21961,935,1014,19607,1287,2,51,8418,13729,749,4057,9747,487,187,2264,18142,710,9,1102,669,NA,22896,19050,1.202
1323,2010,35247,20618,14629,30245,5002,895,27681,1462,40,167,10439,23072,1736,5738,18111,839,120,3733,19281,2184,80,189,9780,NA,35247,19050,1.85
1323,2020,22502,12958,9544,19511,2991,637,18388,350,8,128,4635,17227,640,6615,10020,384,191,2294,19394,125,5,10,674,NA,22502,19050,1.181
1324,1991,161373,83844,77529,156237,5136,29715,72498,51707,519,1798,55907,100817,4649,52068,63704,3700,1048,49773,56078,26831,282,13300,13869,102878,58495,8964.07,18.002
1324,2000,221055,113715,107340,206470,14585,41029,95973,67714,529,1225,72663,141937,6455,50688,92485,4052,1167,72398,89394,36319,312,13786,8846,169005,52050,8964.07,24.66
1324,2010,290274,155462,134812,263087,27187,52954,129469,77869,1186,1609,75741,203563,10970,73323,132713,6550,1947,92932,159871,19318,551,7267,10335,225913,64361,8964.07,32.382
1324,2020,306166,162442,143724,278857,27309,54151,147189,75662,723,1132,61239,225981,18946,91344,133392,9579,4486,96838,152655,45417,373,1915,8968,233945,72221,8964.07,34.155
1325,1991,71958,40470,31488,70267,1691,4999,55655,9282,29,302,26429,43061,2468,21424,29299,1850,388,8068,39810,2210,34,17819,3604,NA,71958,17813,4.04
1325,2000,71713,37333,34380,69331,2382,4269,58852,5903,26,281,26013,42141,3559,12850,30483,2003,364,7192,49597,3142,29,7666,4087,NA,71713,17813,4.026
1325,2010,62883,33070,29813,58662,4221,4673,49526,4108,85,270,18185,40331,4367,12603,29550,2216,329,8397,39156,110,43,5126,10051,NA,62883,17813,3.53
1325,2020,64939,34851,30088,54025,10914,5552,45478,2699,34,262,14807,45917,4215,16341,30373,1842,914,16377,44978,1785,11,654,1134,NA,64939,17813,3.646
1326,1991,33899,17611,16288,33587,312,8437,19395,5544,45,166,13243,19298,1358,10391,12823,894,270,13135,13139,2120,21,2964,2245,11054,22845,3978.1,8.521
1326,2000,39817,20400,19417,38979,838,9992,22803,6044,41,99,14671,23529,1617,7719,16158,1048,221,15684,17890,3046,13,2483,701,19018,20799,3978.1,10.009
1326,2010,46980,23943,23037,45900,1080,12996,26079,6465,91,269,15152,29558,2270,9209,21040,1278,301,18975,19963,181,36,4951,2874,24692,22288,3978.1,11.81
1326,2020,45061,23191,21870,43856,1205,11736,26867,5114,34,105,11566,30344,3151,11234,19462,1960,839,20256,21041,3024,21,374,345,23371,21690,3978.1,11.327
1327,1991,29276,16058,13218,28144,1132,8509,15565,3228,24,818,11121,16990,1165,10636,10054,759,105,12514,14233,1498,13,665,220,NA,29276,3811.91,7.68
1327,2000,32726,17054,15672,31128,1598,10793,16814,3118,43,360,12306,18923,1497,7054,12472,777,117,15311,15196,1897,3,136,183,NA,32726,3811.91,8.585
1327,2010,37212,19593,17619,35220,1992,12771,18976,3244,37,192,12281,22969,1962,7854,15924,1005,148,18343,14244,58,60,26,4481,NA,37212,3811.91,9.762
1327,2020,36604,18724,17880,34790,1814,13814,18414,2385,24,153,9774,24067,2763,9527,15696,1186,421,19773,15389,1379,21,24,18,NA,36604,3811.91,9.603
1328,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600.05,NA
1328,2000,11183,5286,5897,11153,30,537,10166,447,NA,3,4528,5826,829,2115,3892,571,77,9530,1076,359,NA,10,208,NA,11183,1600.05,6.989
1328,2010,16952,8439,8513,16544,408,625,15295,566,2,56,5583,9918,1451,3905,6495,860,109,10780,4964,3,NA,28,1177,NA,16952,1600.05,10.595
1328,2020,16316,8842,7474,13982,2334,548,13046,333,NA,55,3463,11460,1393,5001,6976,686,190,12345,3685,174,NA,17,95,NA,16316,1600.05,10.197
1329,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302.81,NA
1329,2000,28513,14477,14036,28449,64,23419,2609,2414,4,3,10649,16297,1567,5857,10881,926,200,23659,2042,1553,4,768,487,NA,28513,302.81,94.161
1329,2010,31190,15830,15360,30986,204,26032,2881,2038,18,17,10350,18469,2371,6607,12890,1107,236,26534,2597,30,NA,163,1866,NA,31190,302.81,103.002
1329,2020,33606,17141,16465,33319,287,28742,3028,1533,5,11,8423,21974,3209,8863,14346,1498,476,29688,2680,1197,1,36,4,NA,33606,302.81,110.98
1401,1991,1145342,584989,560353,1094989,50353,438201,3546,505995,132963,14284,336375,774960,34007,419387,439884,30310,6246,482268,57360,387480,102232,83608,18013,1145342,NA,243,4713.342
1401,2000,1305792,659163,646629,1234022,71770,527821,11218,536777,140696,17510,340793,923105,41894,393254,529075,33979,8691,601013,71757,450300,109814,44412,28496,1305792,NA,243,5373.63
1401,2010,1588750,808357,780393,1440158,148592,644406,16597,621805,148300,9050,351346,1162611,74793,457142,726983,40644,12635,736144,92242,567318,134736,26907,31403,1588750,NA,243,6538.066
1401,2020,1982112,1058906,923206,1773666,208446,824621,21718,737161,178099,12067,395822,1455903,130387,467509,891276,45630,25037,897637,127695,639619,162926,35045,119190,1982112,NA,243,8156.84
1501,1991,54241,28994,25247,44193,10048,18266,13339,8245,807,3536,20504,32681,1056,15987,20602,1016,384,39526,6595,6092,312,751,398,26271,27970,92,589.576
1501,2000,70871,37070,33801,56816,14055,27923,17234,9025,733,1901,26641,42817,1413,15203,27474,1093,460,54124,8911,6676,306,483,371,54752,16119,92,770.337
1501,2010,83920,43249,40671,72140,11780,28953,31466,9639,620,1462,24218,57680,2022,20837,36772,1435,658,63797,10426,7489,345,111,1752,68726,15194,92,912.174
1501,2020,95120,48890,46230,84288,10832,23640,49031,9843,891,883,26013,65111,3996,24798,40115,2651,1543,73460,13118,7676,612,188,66,84605,10515,92,1033.913
1601,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA
1601,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA
1601,2010,68361,32207,36154,66785,1576,64644,787,452,820,82,21099,46739,523,14915,31428,567,352,66573,588,260,668,80,192,68361,NA,49,1395.122
1601,2020,109202,53574,55628,106381,2821,101820,2324,670,1303,264,41460,66207,1535,18587,45588,1365,1481,106132,880,533,1152,98,407,109202,NA,49,2228.612
